Name,Chromosome number,Ploidy level,1C value
Prunus kansuensis,16,2,0.3
Prunus laurocerasus,,,3.65
Prunus mira,16,2,0.33
Prunus padus,,,1.18
Prunus persica,16,2,0.28
Prunus serotina,16,4,0.5
Prunus subhirtella,16,2,0.3
Prunus tomentosa,16,2,0.29
Prunus webbii,16,2,0.39
Psathyrostachys fragilis,14,2,8.4
Psathyrostachys juncea,14,2,7.8
Psathyrostachys stoloniformis,14,2,8.95
Psephellus marschallianus,30,2,1.79
Pseudobombax ellipticum,,,1.75
Pseudoleskella catenulata,,,0.37
Pseudophoenix sargentii,34,2,2.83
Pseudoroegneria geniculata,28,4,8.75
Pseudoroegneria libanotica,14,2,3.98
Pseudoroegneria spicata,14,2,4.55
Pseudoroegneria stipifolia,14,2,4
Pseudoroegneria strigosa,14,2,4.73
Pseudotsuga menziesii,26,2,19.05
Pseudoturritis turrita,16,2,0.38
Psidium guajava,22,2,0.33
Psilanthus ebracteolatus,22,2,0.58
Psophocarpus tetragonolobus,18,2,0.8
Psychine stylosa,30,,0.51
Psychotria ipecacuanha,22,,1.03
Psygmorchis pusilla,10,,1.5
Ptelea baldwinii,42,,1.05
Pterocephalus dumetorum,18,2,1.78
Pterocephalus lasiospermus,18,2,1.65
Pterocephalus virens,18,2,1.75
Pterogonium gracile,,,0.41
Pterospartum tridentatum,,,2.32
Pterospermum lanceifolium,38,,0.8
Pterostyrax psilophylla,24,2,0.89
Ptilidium ciliare,,,1.17
Ptilidium pulcherrimum,,,1.26
Ptilium crista-castrensis,,,0.39
Ptilotrichum canescens,,,2.26
Ptilotrichum spinosum,32,,0.63
Ptilotus atriplicifolius,,,3.35
Puccinellia palustris,42,6,4.08
Puccinellia stricta,14,2,1.78
Puccinellia walkeri,42,6,4.81
Pueraria lobata,22,2,1.1
Pulmonaria longifolia,,,1.9
Pulmonaria officinalis,,,1.59
Pulsatilla alpina,,,12.9
Pulsatilla apiifolia,,,4.55
Pulsatilla grandis,16,2,13.3
Pulsatilla nuttalliana,16,2,4.35
Pulsatilla occidentalis,16,2,5.18
Pulsatilla patens,16,2,4.6
Pulsatilla vulgaris,,,17.4
Pultenaea daphnoides,,,0.72
Pultenaea flexilis,,,2.58
Punica granatum,16,2,0.72
Puschkinia scilloides,10,2,6.63
Putoria calabrica,22,2,0.63
Putranjiva roxburghii,,,0.85
Puya mirabilis,,,0.44
Puya stenothyrsa,,,0.47
Pylaisia polyantha,,,0.4
Pyracantha coccinea,34,2,0.7
Pyrrhanthera exigua,,26,10.76
Pyrrhopappus carolinianus,12,2,6.28
Pyrrhopappus multicaulis,12,2,6.65
Pyrus calleryana,34,2,0.63
Pyrus communis,,,0.55
Quercus cerris,24,2,0.95
Quercus coccifera,24,2,1
Quercus ilex,24,2,1
Quercus petraea,24,2,0.8
Quercus pubescens,24,2,0.93
Quercus pyrenaica,,,0.84
Quercus robur,24,2,0.93
Quercus rubra,,,0.85
Quercus sessilis,24,2,0.5
Quercus suber,24,2,0.95
Radula complanata,,,0.36
Radula complanata,,,0.76
Radula complanata,,,0.75
Ramonda pyrenaica,,,1.3
Ranunculus abortivus,16,2,2.43
Ranunculus aconitifolius,16,2,4.18
Ranunculus acris,14,2,4.45
Ranunculus acris,28,4,7.8
Ranunculus adoneus,16,2,2.94
Ranunculus adoneus,32,4,5.98
Ranunculus affinis,32,4,3.78
Ranunculus allenii,32,4,4.1
Ranunculus alpestris,16,2,2.95
Ranunculus arvensis,32,4,6.13
Ranunculus asiaticus,16,2,7.63
Ranunculus auricomus,32,4,9
Ranunculus baudotii,32,4,4.18
Ranunculus biternatus,48,6,7.25
Ranunculus bulbosus,16,2,5.63
Ranunculus bupleuroides,16,2,6
Ranunculus calandrinioides,16,2,6.18
Ranunculus californicus,28,4,7.08
Ranunculus cappadocius,16,2,6.75
Ranunculus cardiophyllus,64,8,5.88
Ranunculus carpaticola,16,2,3.06
Ranunculus carpaticola,48,6,8.05
Ranunculus cassubicifolius,16,2,3.15
Ranunculus cassubicifolius,32,4,5.85
Ranunculus chinensis,16,2,5.55
Ranunculus chius,14,2,4.4
Ranunculus circinatus,32,4,4.05
Ranunculus constantinopolitanus,42,6,12.13
Ranunculus cortusifolius,16,2,8.63
Ranunculus crenatus,16,2,3.3
Ranunculus creticus,16,2,6.58
Ranunculus cymbalaria,16,2,3.63
Ranunculus escholtzii,16,2,3.15
Ranunculus escholtzii,32,4,7.33
Ranunculus escholtzii,48,6,9.67
Ranunculus falcatus,40,5,5.15
Ranunculus fascicularis,32,4,10.95
Ranunculus ficaria,16,2,9.33
Ranunculus ficaria,24,3,14.18
Ranunculus ficaria,32,4,19.1
Ranunculus flabellatus,32,4,8.25
Ranunculus flammula,48,6,7.33
Ranunculus flammula,32,4,6.35
Ranunculus fontanus,48,6,9.85
Ranunculus geoides,64,8,18.6
Ranunculus glacialis,16,2,3.33
Ranunculus gmelinii,64,8,7.83
Ranunculus gouanii,16,2,6.28
Ranunculus gramineus,16,2,5.15
Ranunculus gregarius,16,2,4.95
Ranunculus grenierianus,16,2,5.7
Ranunculus hederaceus,16,2,2.1
Ranunculus hirtus,16,2,4.58
Ranunculus hispidus,32,4,10.13
Ranunculus illyricus,32,4,7.3
Ranunculus insignis,48,6,7.95
Ranunculus inundatus,48,6,4.65
Ranunculus lanuginosus,28,4,9.4
Ranunculus lapponicus,16,2,8.53
Ranunculus lateriflorus,16,2,1.9
Ranunculus lingua,128,16,25.1
Ranunculus macauleyi,16,2,2.97
Ranunculus macounii,48,6,13
Ranunculus macrophyllus,16,2,6.28
Ranunculus marginatus,32,4,6.75
Ranunculus millefoliatus,16,2,7.5
Ranunculus monspeliacus,32,4,9.35
Ranunculus montanus,32,4,9.75
Ranunculus multifidus,64,8,7.65
Ranunculus muricatus,48,6,11.6
Ranunculus nemorosus,16,2,6.1
Ranunculus nigrescens,16,2,5.45
Ranunculus nivalis,48,6,5.93
Ranunculus ophioglossifolius,16,2,5.65
Ranunculus oreophilus,16,2,4.28
Ranunculus oxyspermus,16,2,5.4
Ranunculus parnassiifolius,32,4,7.25
Ranunculus parviflorus,28,4,6.25
Ranunculus pedatus,16,2,4.2
Ranunculus penicillatus,32,4,4.9
Ranunculus pensylvanicus,16,2,4.5
Ranunculus pentandrus,14,2,2.48
Ranunculus plantaginifolius,48,6,12.1
Ranunculus polyanthemos,16,2,6.23
Ranunculus pratensis,16,2,6.65
Ranunculus psilostachys,16,2,4.95
Ranunculus recurvatus,32,4,8.85
Ranunculus repens,32,4,11.2
Ranunculus reptans,32,4,7.03
Ranunculus revelieri,32,4,6.75
Ranunculus rhomboideus,16,2,2.45
Ranunculus sardous,16,2,3.23
Ranunculus sceleratus,32,4,4
Ranunculus septentrionalis,64,8,16.75
Ranunculus serbicus,28,4,8.45
Ranunculus sericeus,14,2,3.9
Ranunculus sphaerospermus,16,2,2.63
Ranunculus thora,16,2,3.55
Ranunculus trichophyllus,32,4,4.88
Ranunculus trilobus,48,6,8.7
Ranunculus tripartitus,48,6,4.5
Ranunculus uncinatus,28,4,6.23
Ranunculus velutinus,14,2,5.78
Raphanus sativus,36,4,1.45
Raphanus sativus,18,2,0.55
Ravenea glauca,32,2,2.3
Ravenea hildebrandtii,30,2,2.18
Ravenea madagascariensis,30,2,2.35
Ravenea musicalis,32,2,3.03
Rebutia albiflora,,,1.91
Reichardia gaditana,16,2,1.7
Reichardia glauca,18,2,2.6
Reichardia ligulata,16,2,1.89
Reichardia picroides,14,2,1.5
Reineckea carnea,,,23.85
Reseda luteola,26,2,0.51
Reseda scoparia,30,,0.35
Rhamnus alpinus,,,0.7
Rhamnus catharticus,24,2,1.33
Rhapidophora montana,30,,10.03
Rhapidophora peepla,18,,9.17
Rhapis excelsa,,,4.8
Rhinanthus glaber,,,3.05
Rhinanthus minor,14,2,3.95
Rhipogonum papuanum,30,2,11.15
Rhizomnium punctatum,,,0.71
Rhodobryum ontariense,,,0.97
Rhodobryum roseum,,,0.95
Rhodocoma gigantea,,,0.74
Rhodohypoxis baurii,,,1.66
Rhodohypoxis deflexa,,,2.45
Rhodohypoxis milloides,,4,1.42
Rhodotypus scandens,18,2,0.38
Rhoeo discolor,12,2,7.23
Rhoeo spathacea,12,2,6.88
Rhoiacarpos capensis,,,0.31
Rhynchosia aurea,22,2,1.23
Rhynchosia cana,22,2,1.25
Rhynchosia cyanosperma,22,2,2.78
Rhynchosia hirta,22,2,2.78
Rhynchosia minima,22,2,1.25
Rhynchosia rothii,22,2,1.25
Rhynchostegium confertum,,,0.44
Rhynchostegium murale,,,0.45
Rhynchostegium riparioides,,,0.38
Rhynchostele cervantesii,,,3.7
Rhynchostele cordata,,,3.9
Rhynchostylis retusa,38,,2.58
Rhytidiadelphus loreus,,,0.43
Rhytidiadelphus squarrosus,,,0.43
Rhytidiadelphus subpinnatus,,,0.42
Rhytidiadelphus triquetrus,,,0.52
Rhytidium rugosum,,,0.37
Ribes alpinum,16,2,1.01
Ribes glutinosum,16,2,0.55
Ribes petraeum,16,2,0.96
Ribes rubrum,16,2,0.97
Ribes uva-crispa,16,2,0.94
Riccia fluitans,,,1.11
Ricinus communis,,,0.52
Robinia pseudoacacia,20,2,0.65
Roggeveldia fistulosa,12,2,7.15
Rohdea japonica,,,53.5
Rollinia mucosa,42,,2.98
Romulea bulbocodioides,,,3.5
Roridula gorgonias,12,2,0.19
Rorippa nasturtium-aquaticum,18,,0.73
Rorippa palustris,32,,0.54
Rosa acicularis,42,6,0.65
Rosa arvensis,14,2,0.55
Rosa banksiae,14,2,0.53
Rosa bella,28,4,0.98
Rosa blanda,21,3,0.28
Rosa bracteata,14,2,0.6
Rosa canina,35,5,1.43
Rosa centifolia,28,4,1.13
Rosa chinensis,14,2,0.58
Rosa damascena,28,4,1.08
Rosa fedtschenkoana,28,4,0.98
Rosa foetida,28,4,0.98
Rosa foliolosa,14,2,0.48
Rosa gallica,28,4,1.1
Rosa iliensis,14,2,0.48
Rosa laevigata,14,2,0.58
Rosa latibracteata,28,4,0.95
Rosa moyesii,42,6,1.45
Rosa multiflora,14,,0.83
Rosa nitida,14,2,0.48
Rosa persica,14,2,0.43
Rosa roxburghii,14,2,0.48
Rosa rugosa,14,2,0.5
Rosa sempervirens,14,2,0.58
Rosa sericea,14,2,0.4
Rosa spinosissima,28,4,0.93
Rosa stellata,14,2,0.43
Rosa virginiana,28,4,0.98
Rosa wichuraiana,14,2,0.58
Rosa willmottiae,14,2,0.45
Rosa x hybrida,14,2,0.59
Rosa x hybrida,21,3,0.9
Rosa x hybrida,28,4,1.15
Rosa xanthina,14,2,0.4
Rossioglossum williamsianum,,,7.7
Rostkovia magellanica,,6,0.45
Rubia fruticosa,,4,2.76
Rubus alceifolius,21,3,0.65
Rubus alceifolius,28,4,0.86
Rubus canadensis,14,2,0.3
Rubus canescens,14,2,0.37
Rubus chamaemorus,56,8,1.23
Rubus crataegifolius,14,2,0.25
Rubus ellipticus,14,2,0.35
Rubus hispidus,14,2,0.3
Rubus idaeus,,,0.3
Rubus illecebrosus,14,2,0.24
Rubus innominatus,14,2,0.27
Rubus lasiococcus,14,2,0.35
Rubus lasiostylus,14,2,0.31
Rubus leucodermis,14,2,0.26
Rubus nivalis,14,2,0.28
Rubus niveus,14,2,0.29
Rubus occidentalis,14,2,0.3
Rubus odoratus,14,2,0.38
Rubus parviflorus,14,2,0.27
Rubus parvifolius,14,2,0.27
Rubus pinfaensis,14,2,0.3
Rubus sanctus,14,2,0.38
Rubus simplex,14,2,0.26
Rubus spectabilis,14,2,0.27
Rubus trivialis,14,2,0.36
Rudbeckia hirta,38,2,6.5
Rumex acetosa,14,2,1.65
Rumex acetosella,42,4,1.68
Rumex crispus,60,6,4.4
Rumex lunaria,36,4,6.24
Rumex maderensis,20,2,0.69
Rumex nivalis,14,2,3.37
Rumex obtusifolius,40,4,1.53
Ruppia cirrhosa,40,4,2.33
Ruscus hypophyllum,40,,8.75
Ruta chalepensis,40,,0.33
Ruta graveolens,78,,0.75
Ruta montana,40,,0.2
Rytidosperma biannulare,48,4,4.03
Rytidosperma buchananii,48,4,3.54
Rytidosperma clavatum,24,2,1.66
Rytidosperma corinum,48,4,3.6
Rytidosperma gracile,24,2,1.24
Rytidosperma horrens,24,2,1.83
Rytidosperma maculatum,48,4,3.02
Rytidosperma petrosum,48,4,4.13
Rytidosperma pumilum,24,2,1.62
Rytidosperma setifolium,24,2,2.48
Rytidosperma telmaticum,24,2,1.42
Rytidosperma thomsonii,24,2,1.76
Rytidosperma thomsonii,48,4,3.14
Rytidosperma unarede,48,4,2.55
Rytidosperma viride,24,2,1.38
Sabal mauritiiformis,36,2,2.25
Saccharum barberi,,,3.28
Saccharum officinarum,,,4.05
Saccharum robustum,60,6,3.83
Saccharum robustum,80,8,4.3
Saccharum sinense,,,4.33
Saccharum spontaneum,,,6.28
Saccharum spontaneum,64,8,3.15
Sagittaria graminea,22,2,14.13
Sagittaria lancifolia,22,,13.25
Sagittaria sagittifolia,,,21.25
Saintpaulia ionantha,,,0.75
Salacca dransfieldiana,28,2,1.68
Salacca glabrescens,28,2,2
Salacca zalacca,,,1.3
Salicornia europaea,18,2,1.38
Salix alba,76,4,0.83
Salix atrocinerea,76,4,0.82
Salix babylonica,,,0.77
Salix caprea,38,2,0.43
Salix cinerea,76,4,0.85
Salix elaeagnos,38,2,0.43
Salix elegantissima,,,0.35
Salix fragilis,76,4,0.86
Salix purpurea,38,2,0.47
Salix pyrenaica,38,2,0.48
Salix triandra,38,2,0.4
Salix viminalis,38,2,0.41
Salix viminalis,76,4,0.81
Salsola kali,,,0.61
Salsola soda,18,2,1.31
Salvadora persica,24,,0.42
Salvia brachyodon,14,2,0.48
Salvia broussonetii,22,2,0.43
Salvia canariensis,22,2,0.5
Salvia officinalis,14,2,0.49
Salvia splendens,32,4,0.85
Sambucus nigra,36,2,15.25
Sambucus racemosa,36,2,10.55
Sanguisorba minor,28,4,0.55
Sansevieria trifasciata,,,1.3
Santalum album,20,,0.29
Sapindus emarginatus,30,2,0.53
Sapindus trifoliatus,36,2,0.55
Saraca indica,24,2,2
Sarcandra glabra,30,,4.35
Sarcocornia fruiticosa,54,6,2.96
Sarracenia flava,26,,4.35
Saruma henryi,52,,3.2
Sasa veitchii,,,3.58
Satureja montana,30,6,2.78
Saururus cernuus,22,2,0.53
Saxifraga granulata,22,2,0.68
Saxifraga granulata,44,4,1.78
Saxifraga granulata,,,1.15
Saxifraga granulata,52,,2.38
Scabiosa columbaria,16,2,1.2
Scadoxus multiflorus,,,44.2
Scapania aequiloba,,,0.37
Scapania irrigua,,,0.28
Scapania nemorea,,,0.32
Schisandra rubriflora,,,9.12
Schistidium apocarpum,,,0.35
Schistostega pennata,,,0.47
Schizogyne glaberrima,18,2,1.03
Schizogyne sericea,18,2,1.03
Schleichera oleosa,32,,1.17
Schmardaea microphylla,26,2,0.28
Schoenorchis gemmata,40,,3.2
Schomburgkia lyonsii,,,1.95
Schouwia purpurea,36,2,0.89
Sciadopitys verticillata,20,2,20.8
Scilla albescens,18,2,3.8
Scilla amoena,12,2,23.73
Scilla autumnalis,14,2,4.48
Scilla autumnalis,28,4,12.75
Scilla bifolia,18,2,5.7
Scilla bisotunensis,10,2,22.7
Scilla bithynica,12,2,22.9
Scilla buekkensis,36,4,11.55
Scilla bulgarica,18,2,5.15
Scilla cilicica,12,2,28.55
Scilla dasyantha,28,4,9.52
Scilla decidua,18,2,6.8
Scilla drunensis,36,4,11.8
Scilla furseorum,10,2,16.95
Scilla gorganica,18,2,15.85
Scilla greilhuberi,10,2,12.9
Scilla haemorrhoidalis,28,4,9.44
Scilla hohenackeri,10,2,11.05
Scilla indica,30,2,5.85
Scilla ingridae,12,2,23.85
Scilla kladnii,18,2,8.9
Scilla koenigii,12,2,33.8
Scilla laxa,36,4,10.4
Scilla longistylosa,18,2,5.3
Scilla luciliae,18,2,4.2
Scilla messeniaca,18,2,10.7
Scilla mischtschenkoana,12,2,21.6
Scilla monophyllos,,,7.4
Scilla mordakiae,36,6,75.9
Scilla morrisii,12,2,29.25
Scilla nana,18,2,4.3
Scilla nervosa,38,,4.05
Scilla nivalis,18,2,3.9
Scilla persica,8,2,20.93
Scilla peruviana,,,27.25
Scilla peruviana,16,2,18.05
Scilla pneumonanthe,54,6,16.3
Scilla pushkinioides,10,2,12.35
Scilla resslii,18,2,7.6
Scilla reuteri,36,4,10.8
Scilla rosenii,12,2,23.8
Scilla sardensis,18,2,4.4
Scilla siberica,12,2,31.65
Scilla siehei,18,2,4.2
Scilla socialis,28,2,11.48
Scilla subnivalis,18,2,5.3
Scilla talosii,,,46.78
Scilla taurica,18,2,7.3
Scilla tmoli,18,2,4.7
Scilla vindobonensis,18,2,9.2
Scilla violacea,26,2,7.48
Scilla voethorum,18,2,9.2
Scilla vvendenskyi,10,2,10.1
Scilla xanthandra,18,2,5.3
Scindapsus aureus,,,4.7
Scindapsus pictus,60,,11.75
Scirpus lacustris,38,,0.5
Scirpus sylvaticus,62,,0.45
Scirpus tabernaemontani,42,,0.4
Sclerochloa dura,14,2,1.56
Sclerolaena diacantha,,,1.24
Scleropodium purum,,,0.34
Scoliopus bigelovii,16,2,9.2
Scorpiurus vermiculatus,14,2,0.4
Scrophularia glabrata,56,8,1.03
Scrophularia smithii,58,8,1.04
Secale africanum,14,2,7.43
Secale cereale,14,2,8.28
Secale fragile,14,2,7.23
Secale montanum,14,2,8.2
Secale vavilovii,14,2,8.23
Sedum acre,,,1.25
Sedum album,34,2,0.15
Sedum burrito,,,0.65
Sedum forsterianum,24,2,0.46
Sedum montanum,34,2,0.53
Sedum obtusifolium,12,2,0.21
Sedum obtusifolium,30,5,0.85
Sedum ochroleucum,34,2,0.46
Sedum rupestre,64,4,1.04
Sedum sediforme,32,2,0.58
Sedum spurium,28,4,1.77
Sedum spurium,42,6,2.82
Sedum stellatum,10,2,0.3
Sedum stoloniferum,14,2,0.32
Sedum suaveolens,,,9.1
Selinum vaginatum,22,2,4.08
Selinum wallichianum,22,2,4.4
Semele androgyna,30,2,5.9
Semele maderensis,30,2,5.7
Semele menezesi,30,2,5.8
Semele pterygophora,30,2,5.75
Semiarundinaria tranquillans,,,3.18
Senecio abbreviatus,,,6
Senecio aetnensis,20,2,0.98
Senecio aloides,,,10.1
Senecio amygdalifolius,38,4,6.73
Senecio anethifolius,60,6,4.35
Senecio aquaticus,40,4,1.8
Senecio articulatus,,,2.9
Senecio battiscombei,,,9.23
Senecio bipinnatisectus,60,6,3.5
Senecio biserratus,100,10,6.33
Senecio brassica,,,5.5
Senecio cambrensis,60,6,2.58
Senecio cedrorum,,,4.8
Senecio cephalophorus,,,15.2
Senecio chrysanthemifolius,20,2,1.35
Senecio citriformis,,,2.73
Senecio crassifolius,20,2,2.75
Senecio crassissimus,,,4.1
Senecio crassulaefolius,,,5.75
Senecio cunninghamii,60,6,4.73
Senecio decaryi,,,4.9
Senecio discifolius,10,2,3.58
Senecio flavus,,,1.38
Senecio fulgens,,,4.25
Senecio georgianus,60,6,5.1
Senecio glomeratus,60,6,4.8
Senecio glossanthus,40,4,1.68
Senecio glossanthus,80,8,3.75
Senecio gregorii,40,4,3.15
Senecio gunnii,40,4,3.5
Senecio hallianus,,,6.6
Senecio hebdingii,,,12.9
Senecio herreianus,,,4.6
Senecio herreianus,,,8.05
Senecio hispidulus,60,6,4.78
Senecio hypoleucus,60,6,4.48
Senecio implexus,,,4.55
Senecio inaequidens,20,2,0.58
Senecio inaequidens,40,4,1.08
Senecio jacobaea,40,4,2.25
Senecio jacobsenii,,,12.25
Senecio kleinia,,,7.1
Senecio kleiniiformis,,,2.65
Senecio kleiniiformis,,,9.65
Senecio lautus,40,4,2.45
Senecio leucanthemifolius,20,2,1.33
Senecio linearifolius,60,6,4.5
Senecio macranthus,40,4,9.38
Senecio macroglossus,,,4.2
Senecio magnificus,40,4,7.93
Senecio mikanioides,20,2,2.95
Senecio minimus,60,6,4.93
Senecio mweroensis,,,9.95
Senecio mweroensis,,,19.7
Senecio nyikensis,,,3.7
Senecio nyikensis,,,19.3
Senecio odoratus,60,6,4.53
Senecio oxyriifolius,,,9.85
Senecio palmensis,20,2,0.98
Senecio pectinatus,80,8,7.78
Senecio pendulus,,,9.7
Senecio pendulus,,,26.15
Senecio picticaulis,,,11.3
Senecio pterophorus,20,2,1.05
Senecio quadridentatus,40,4,3.2
Senecio radicans,,,2.8
Senecio radicans,,,5
Senecio rowleyanus,,,2.7
Senecio runcinifolius,40,4,4.05
Senecio rupestris,40,4,1.1
Senecio sempervivus,,,13.95
Senecio spathulatus,40,4,3.08
Senecio squalidus,20,2,0.9
Senecio squarrosus,60,6,4.95
Senecio stapeliaeformis,,,10.25
Senecio stapeliaeformis x implexus,,,12.9
Senecio teneriffae,60,6,2.63
Senecio tenuiflorus,40,4,3.53
Senecio vagus,98,10,10.73
Senecio velleioides,38,4,8.28
Senecio vernalis,40,4,1.23
Senecio viscosus,,,1.55
Senecio vulgaris,40,4,1.58
Senecio x abbreviatus,,,6.7
Senecio x cephalophorus,,,15.85
Senecio x peregrinus,,,2.75
Senna artemisioides,,,1.24
Sequoia sempervirens,66,6,32.14
Sequoiadendron giganteum,22,2,9.93
Serissa serissoides,22,2,0.53
Sesamum alatum,26,2,1.69
Sesamum capense,26,2,1.21
Sesamum indicum,26,2,0.97
Sesamum laciniatum,32,4,1.18
Sesamum latifolium,32,4,0.95
Sesamum mulayanum,26,2,0.89
Sesamum occidentale,64,8,1.58
Sesamum radiatum,64,8,1.33
Sesamum schinzianum,64,8,1.37
Sesamum triphyllum,,2,0.54
Sesbania rostrata,12,2,1.23
Seseli webbii,22,2,1.9
Sesleria albicans,28,4,4.63
Sesleria caerulea,28,4,4.55
Sesleria heufleriana,28,4,4.8
Sesleria heufleriana,56,8,9.48
Sesleria sadleriana,56,8,8.88
Sesleria tatrae,56,8,9.15
Sessilistigma radians,12,2,13.7
Setaria chevalieri,36,4,2.23
Setaria faberi,36,4,1.63
Setaria glauca,,,1.23
Setaria holstii,18,2,0.85
Setaria incrassata,36,4,2.13
Setaria italica,18,2,0.53
Setaria leiantha,36,4,1.2
Setaria macrostachya,54,6,1.8
Setaria neglecta,36,4,1.75
Setaria palmifolia,36,4,1.95
Setaria parviflora,36,4,2.4
Setaria pumila,54,6,2.63
Setaria queenslandica,36,4,1.38
Setaria sphacelata,36,4,1.03
Setaria verticillata,,,0.63
Setaria viridis,18,2,0.8
Setaria woodii,18,2,0.83
Severinia buxifolia,18,2,0.34
Shorea robusta,14,,0.58
Sida spinosa,,,0.98
Sideritis brevicaulis,,4,1.83
Sideritis canariensis,44,4,1.78
Sideritis cretica,,4,2.06
Sideritis dendro-chahorra,,4,1.82
Sideritis infernalis,40,4,1.81
Sideritis macrostachys,,4,2.02
Sideritis oroteneriffae,44,4,1.83
Siebera pungens,20,2,8.49
Silene berthelotiana,24,2,2.56
Silene chalcedonica,24,2,3.3
Silene coeli-rosa,,,1
Silene dioica,24,2,2.7
Silene lagunensis,24,2,2.6
Silene latifolia,24,2,2.7
Silene nocteolens,24,2,2.58
Silene nutans,,,3.2
Silene pendula,24,2,1.18
Silene pogonocalyx,24,2,2.62
Silene rubra,,,2.85
Silene vulgaris,24,2,1.13
Simarouba glauca,,,1.03
Simmondsia chinensis,,,0.74
Simplicia buchananii,28,4,5.54
Simplicia laxa,28,4,5.12
Sinapidendron angustifolium,20,2,0.53
Sinapidendron frutescens,20,,0.56
Sinapidendron gymnocalyx,20,2,0.54
Sinapis alba,24,3,0.5
Sinapis arvensis,18,2,0.38
Sipanea hispida,22,2,0.68
Sisymbrella dentata,32,,0.36
Sisymbrium austriacum,14,2,0.36
Sisymbrium irio,28,4,0.53
Sisymbrium officinale,14,2,0.24
Sisymbrium orientale,14,,0.31
Sisyndite spartea,20,2,1.2
Sisyrinchium alatum,36,4,4.2
Sisyrinchium arizonicum,72,8,1.63
Sisyrinchium bellum,96,12,3.55
Sisyrinchium bermudiana,32,4,1.23
Sisyrinchium bermudiana,64,8,1.98
Sisyrinchium bermudiana,96,12,2.9
Sisyrinchium brachypus,32,4,0.68
Sisyrinchium californicum,32,4,0.7
Sisyrinchium chilense,16,2,0.73
Sisyrinchium convolutum,36,4,0.95
Sisyrinchium convolutum,72,8,2.1
Sisyrinchium cuspidatum,18,2,1.15
Sisyrinchium depauperatum,96,12,3.55
Sisyrinchium douglasii,96,12,2.93
Sisyrinchium filifolium,18,2,3.33
Sisyrinchium idahoense,96,12,3.65
Sisyrinchium junceum,20,2,2.65
Sisyrinchium littorale,96,12,2.18
Sisyrinchium longipes,34,4,0.7
Sisyrinchium macounii,32,4,1.25
Sisyrinchium macrocarpum,18,2,1.15
Sisyrinchium micranthum,48,6,1.45
Sisyrinchium montanum,96,12,3.88
Sisyrinchium nudicaule,64,8,2.73
Sisyrinchium pachyrrhizum,96,12,3.5
Sisyrinchium patagonicum,64,8,3.18
Sisyrinchium platense,48,6,1.7
Sisyrinchium scabrum,32,4,1.03
Sisyrinchium striatum,18,2,1.25
Sisyrinchium tenuifolium,36,4,1.2
Sisyrinchium tinctorium,36,4,0.5
Sisyrinchium trinerve,64,8,1.6
Sisyrinchium weberbauerianum,18,2,0.6
Skimmia japonica,30,,3.23
Skimmia reevesiana,30,2,5.8
Smilacina racemosa,,,23.3
Smilacina stellata,,,13.3
Smilacina trifolia,,,11.1
Smilax bona-nox,32,,5
Smitinandia micrantha,38,,2.1
Socratea exorrhiza,36,2,4.55
Sogerianthe sessiliflora,18,2,6.9
Solanum abutiloides,24,2,1.53
Solanum aculeastrum,24,2,1.05
Solanum alatum,24,2,1.35
Solanum atropurpureum,24,2,1.13
Solanum aviculare,46,2,0.9
Solanum berthaultii,,,0.88
Solanum brevidens,24,2,0.76
Solanum catombelense,24,2,1.23
Solanum chacoense,24,2,0.63
Solanum demissum,72,6,2.5
Solanum dulcamara,24,2,0.8
Solanum etuberosum,24,2,0.78
Solanum fendleri,48,4,1.53
Solanum fernandezianum,24,2,0.83
Solanum giganteum,24,2,1.9
Solanum incanum,24,2,1.18
Solanum laciniatum,92,4,1.78
Solanum luteum,48,4,2
Solanum macranthum,24,2,3.65
Solanum mammosum,22,2,2.68
Solanum melongena,24,2,0.98
Solanum nigrum,72,6,3.1
Solanum nodiflorum,24,2,1.03
Solanum oxycarpum,48,4,1.43
Solanum phureja,24,2,0.85
Solanum pinnatisectum,24,2,0.78
Solanum polyadenium,24,2,1.15
Solanum pseudocapsicum,24,2,1.35
Solanum retroflexum,48,4,2.25
Solanum robustum,24,2,3.13
Solanum seaforthianum,24,2,0.98
Solanum sparsipilum,24,2,0.9
Solanum stenotomum,24,2,1.2
Solanum torvum,24,2,1.4
Solanum tripartitum,24,2,0.65
Solanum tuberosum,48,4,2.1
Solanum tuberosum,24,2,0.88
Solanum tucumanense,24,2,0.88
Solanum vernei,24,2,0.8
Solanum viarum,24,2,1.33
Solidago candensis,18,2,1.58
Sommieria elegans,34,2,5.8
Sonchus acaulis,18,2,1.43
Sonchus asper,18,2,1.85
Sonchus canariensis,18,2,1.44
Sonchus capillaris,18,2,1.48
Sonchus congestus,18,2,1.44
Sonchus fauces-orci,,,1.7
Sonchus gummifer,18,2,1.35
Sonchus hierrensis,18,2,1.38
Sonchus leptocephalus,18,2,1.47
Sonchus radicatus,18,2,1.31
Sophora japonica,,,0.67
Sophora mollis,18,2,2.04
Sorbus alnifolia,34,2,0.68
Sorbus americana,34,2,0.65
Sorbus aucuparia,,,0.65
Sorghum amplum,30,,3.85
Sorghum angustum,10,,1.85
Sorghum bicolor,20,2,0.75
Sorghum bicolor,40,4,1.68
Sorghum brachypodum,10,,1.68
Sorghum bulbosum,10,,1.15
Sorghum caffrorum,20,4,5.08
